"","Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
"1410",1092,-0.627985094606432,1.00892598933288,0.344096918133652,-0.29481346939128,2.26522249678059,0.425442868411052,0.979725890937979,-0.0177792704854081,-0.772064362095679,-1.04140368335049,0.480523007667925,0.185040277307524,0.860524232650218,-1.72299274147802,0.0538950402983955,1.02667460712993,-0.106142377350996,1.17187439172022,-0.585800348761059,0.115207196753701,-0.0307069452807877,0.0458941422134187,-0.527148037754874,-1.83195258734541,0.401044694319797,-0.403385750772501,-0.0468052404459699,-0.0971878427171527,1,0
"1448",1122,-0.385697529127667,0.973796700311222,0.121608320580862,0.410622548023469,1.14275635533798,0.915548304144207,0.337593912055232,0.352720750412847,-0.753288431553057,0.0693383844421682,-0.0123327191278771,0.68049535953271,1.19575982266147,0.31469193923456,0.604389716690039,0.126142344722439,-0.807823359942018,0.584725856428282,0.941558694757982,-0.0258770340945491,0.100952435100044,0.444620744068476,-0.169457199301114,-1.67762544693377,0.0198109055029678,-0.246532917551212,-0.303290511636092,-0.290277330055203,3.32,0
"1718",1328,-0.874030414723718,0.838027077611531,1.43236823787551,-0.769059834307685,-0.0135885748968397,-0.272639326911913,0.532528692639259,0.152167720384991,0.22406158559454,-0.310728061958073,0.309683374560889,-0.028337095629636,-1.6888000068778,0.159240278957775,-1.21817521429036,0.121005500733657,-0.424030551311427,0.112731847026745,0.344882252723286,-0.0814658237967187,-0.152142205654755,-0.410740446441602,-0.197996909452703,0.00198474132354212,-0.0457859093113306,0.358776354656504,-0.0038078469481226,0.144922897869509,5,0
"1745",1351,-1.78399360524451,1.90702735440932,0.787050422125833,-0.806650640051883,-0.459586191441952,-1.00318293704025,0.409718960356517,0.375377367946098,0.475486073211068,0.323412469516494,-0.647308738271205,0.725408100687748,0.697046254048686,-0.22750858679894,-0.363931308985054,-0.00885409118096638,-0.201406872283164,-0.70638029100833,-0.354504304804406,0.472513623918354,-0.259585131144964,-0.414593611029534,-0.00221014826556343,0.42111469538269,0.0372723314515376,0.310091200752416,0.600417057050466,0.364445035676421,1,0
"1860",1438,1.20335998657759,0.591157212482838,0.0610212989240449,2.09624232313702,0.634687669365393,0.379920598197461,0.248250267060829,-0.00782103195457188,-1.18475599660694,0.829544074306081,0.319422560589245,0.758231234925836,1.14821785362349,0.300377302859251,-0.285885014961003,1.10253317070483,-1.32108403296182,0.302157583396676,-0.207525084957122,-0.00274789491960019,-0.139849636723259,-0.482660084846711,-0.148276847910819,-0.830191291573288,0.598495820215536,-0.0684836025816972,-0.021401415549545,0.00512507580401043,23.07,0
"1880",1447,-0.236628117081155,0.378507060808547,2.23923736480431,0.61210745872279,-0.25006028553047,0.803220480025226,0.163436651370637,0.0805327829153419,0.36873867666336,-0.280979123685746,-0.948520094910535,-0.0621292208468705,0.177717765477262,-0.651022109913983,0.81009439947682,-0.55588494281367,0.179657111744864,-0.246030674995558,0.908588291481854,0.205679078301826,-0.0155789528291674,0.335400882083964,-0.0707728138328136,-0.38361816643317,-0.580536114398539,0.41933757140357,0.00664432244486676,-0.0755893473524281,39.5,0
"1911",1472,1.04602060988487,-1.02714731870179,0.245128661141987,-2.00118031344345,-1.03790732674713,-0.556044651958568,-0.353042646574293,-0.143430056347794,2.32141945925812,-1.73961012972831,-0.841456007677626,1.34824190106348,1.34237240476978,-0.388541459467598,1.61774089485984,-0.626815887679514,-0.372340605151087,0.438436268655294,1.33740489439549,0.31292485708974,0.0649832212821256,0.203836363881147,-0.322702756832275,-0.384606970255849,0.653345866462056,-0.749470560493117,0.0835777704746162,0.0547770970627769,156.73,0
"2102",1616,1.31684823295957,0.380200493195819,-0.0316897568428917,0.489611714223476,0.0953347274121535,-0.577602681115699,0.111819558767,-0.186474086953121,-0.00729358787618941,-0.300100999025154,-0.707356935019876,0.29994466964543,1.01605031159902,-0.465981646245971,1.08471013483432,0.693144784858589,-0.347257400053844,-0.104282430638091,0.113844811020758,-0.0133509927786516,-0.335712076926293,-0.931599619478631,0.0182839686854885,-0.478104563038317,0.350088168131597,0.144376398374747,-0.0198749898897025,0.0236034784427036,1.29,0
"2176",1691,1.16712749215276,-0.786879126087885,-0.512053329403593,-0.886365624343529,1.27557425504741,3.89085422314307,-1.16541833461579,1.04085615506399,1.06958143885958,-0.415255686759263,-0.568993687156525,0.396781574200631,-0.0769255088714598,-0.399839377991679,-0.107212161029426,0.213472061123862,-0.352699959412191,-0.182064983471101,0.821665281182514,0.150479468749435,-0.256017949337919,-0.74576885068159,-0.000723519093850855,1.07997645287932,0.27627900323471,0.952344038901983,-0.0412062995768417,0.0165256070990591,60.16,0
"2269",1815,0.851407838367669,-0.175495507163518,0.21540396873592,1.11886826017312,-0.229512293883467,-0.222476486740436,0.277401033309467,-0.028629437569493,-0.38891820564271,0.0540247365166724,1.79674577301229,1.30378549508448,0.388595775763598,0.560311019391386,0.41993376352495,-0.110194155439255,-0.348744162094057,-0.202567518475835,-0.568092634390663,0.169827421613809,0.217856675332363,0.352297661033281,-0.196432159814187,0.258155452047572,0.518932208999915,-0.346636510636604,0.00132108929770848,0.036319837097482,155.98,0
"2284",1827,-0.920907995222189,1.26696589614865,1.21219664505588,0.678751328308615,0.203283121707771,-0.0977710974778824,0.685673794597135,0.0368498067566273,0.167463044545364,0.173117917240058,-0.61068766426072,0.316337560875629,-0.0557922704425035,-0.257224344445165,-0.279190625245946,-0.868610342602438,0.242121204271452,-0.873488812264237,-0.279244559797817,0.0737584429235953,-0.0846453340862577,0.0818377228963374,-0.160694589310006,0.0843059115289708,0.32928476306582,-0.354602233662508,0.155744221955049,0.141458313586914,9.99,0
"2289",1831,1.17152022888548,-1.43709026995649,1.08658808764479,-0.136845741387901,-1.7439954937661,0.651399493773879,-1.38246883391614,0.307991414948893,0.948622275994999,0.24492411698468,-2.47885564570487,-0.454194180110648,-1.00494609217306,-1.0086501965189,-1.53690890073655,-1.73316050007283,0.566087758681346,1.0399134880791,0.251656804911362,-0.396191996640145,-0.620038767802166,-1.08518518450374,-0.0659011311027345,-0.426425573643571,0.174458714643343,1.07849602743374,-0.00353081179117552,0.0234407920305086,91.8,0
"2313",1855,1.35518807707354,0.383239249260772,-0.261431892774158,0.355805872072785,0.392740920179836,-0.249926976506887,0.119705088586956,-0.166610319704387,-0.0112308210744781,-0.307801300510691,-1.16101988763707,0.263470081197761,1.39347808057868,-0.55499905853545,1.09515214490198,0.843591689772161,-0.566935157984826,0.0444650925586414,0.322975102414597,0.0241006154577719,-0.368933749027861,-1.01231577224518,-0.0549563085685638,-1.03174620162327,0.434076567035497,0.178122682729534,-0.0189151084878958,0.0186394160871257,1.98,0
"2343",1883,-1.64758651833125,0.563593947698815,0.937256828094286,-1.24682363363315,0.0848196322410939,-0.597921828732416,0.531560884151094,0.458726043299826,-0.791754608946116,-0.80918803037251,1.59020580829974,1.30599152330162,0.500878277482161,0.550824888112563,-0.154348233427305,0.464403186731451,-0.35466866321682,-0.97708075884964,-0.433925318690522,-0.077783626252973,-0.416954596592886,-1.41732616351037,-0.0735423073000943,0.0329013924905708,0.00628265890458946,0.462049792707567,-0.0111603170431054,-0.235106018504788,79.95,0
"2438",2006,-1.32966615855399,-0.0420887656143986,2.18160467622465,-0.33855152925564,1.37463442316215,-1.00852522521912,0.423099870334852,-0.13991029003317,-0.499059708953146,-0.607068010752611,-0.0427023166157078,0.365499154984427,0.658628814232647,-0.144271565428812,0.730585880345636,0.0179564365568979,-0.462085493741084,-0.954965220151301,-0.931602851271283,0.247762245796948,-0.14543828143137,-0.577879003905974,-0.0157215226475159,0.0691356356764402,0.179913454667265,0.0143612901474783,-0.190086139065797,-0.145441061957184,5.36,0
"2453",2019,-0.474918132126612,0.683819137576645,1.57333427569015,0.412936275424581,0.373810046202691,0.268844088956371,0.435773375892172,0.14240398243547,-0.220885086404202,-0.549736689635963,-1.07238394442011,-0.107696779369557,-0.195300540384659,-0.0751515909483725,0.284958881866927,-0.785957934166184,0.404541379094306,-0.69040490746848,0.927728585059698,0.0455843879491152,-0.149100558134548,-0.263170613165011,-0.197870607919677,-0.432834080625524,-0.021431173421457,0.412324015139162,0.0860729583042747,0.0942350327738308,7.95,0
"2461",2025,-1.12544120615287,0.861456808748757,1.39886685299481,-0.182454027223168,0.352376459028692,-0.232115528586761,0.464102891230602,0.158993618615934,-0.439221505359115,0.243366232777753,1.63783736003453,0.986133569782344,0.419483005231391,0.152126685249841,0.398439180262395,0.069704581333137,-0.421452129193239,-0.385455626975991,-0.0468277011302779,0.0878971847375833,-0.207034996036912,-0.319204688070496,0.255026944266402,0.00675309541334219,-0.171664624298238,0.0892969936830075,0.325290748776357,0.124651402531547,1.29,0
"2604",2131,-0.192515320598591,0.979670462999274,0.945672464703989,0.706934084222734,0.543530572426355,-0.307731417735456,0.80182799995146,-0.116633242048796,-0.601241857920733,-0.22332915992363,-1.28289001750632,-0.423607894553821,0.137387736730705,0.305112645347672,1.07701906337051,-0.0798756069019472,-0.490069745785602,0.393277004828371,0.745283076741628,0.0551882794924468,0.112761310688075,0.351048102207331,-0.237637484741263,-0.453021636918413,-0.141308905910954,-0.282790046666611,0.167349390582815,0.15708065899927,17.96,0
"2691",2228,1.19930111390956,-0.621739372259952,0.599923252887642,-1.22052640549059,-1.05453455052322,-0.468245960006071,-0.579917443972376,0.0447116681013986,1.96327712666693,-1.24016137637565,-0.335531206033603,0.806558449324093,-0.218262651244541,-0.19025604169155,1.03535631103233,-1.04526071878478,0.429638562450763,-0.444224919978508,0.510024438781608,-0.0999716111948909,0.113678618059236,0.64964404599575,-0.135394859862262,0.170865591189603,0.541297144386021,0.185161121024088,0.0489206717835714,0.0165608921232882,22.34,0
"2885",2435,-0.655050011348782,1.02280462795639,1.51364634394002,1.12783428182061,0.389745847734039,-0.236448430913151,0.442755135485649,-0.061095332308307,-0.61866553659968,0.0745769351512234,-0.171577796093786,0.133955498153397,0.420679304822368,0.189407498851126,1.52233802015552,-0.607458393603212,0.120989152290569,-0.391616516941036,0.353383873230214,-0.0455696237988166,0.111144663800161,0.345203841267284,-0.140994574199297,0.0916091628933247,-0.374763446073755,-0.347624000787958,-0.0642493436220033,0.160543603386634,1.25,0
"3103",2663,-3.30274221419473,1.81326377729196,2.44007872364099,3.58137765061521,-2.11659918277807,1.98272001304236,-3.35677610706336,-4.38328393370655,0.10572341127904,-0.0466032772308612,-1.26633632843671,1.21203965544733,0.144572304713791,-0.545645412833211,-1.29423425977801,-0.411950594990345,1.27502810664828,0.0813506565482032,0.73990916793412,1.35794835414593,-2.46359781880256,1.76477973845069,-0.0259782948309468,0.992457164601863,0.013968393260078,0.399969858354507,-0.340543267826582,-0.495285493699662,18.96,0
"3138",2713,-1.32464139337342,-0.534618359694865,1.10926568519727,0.665176206361041,0.0883804450097285,-0.111008058412916,0.490826599169241,-0.626949389735085,-0.196488120007772,1.82560640839197,-0.787529895156351,-0.95799489038162,-1.08391305342264,-0.688280382860445,0.230815982356015,-2.63733507196502,0.468871123404583,0.619841148029659,-0.224460652380425,-1.23928216302867,-0.73747166527099,-0.202956369050153,0.640491242960173,0.0293067432159565,-0.254966208423031,-0.421537010452555,-0.972764405960786,-1.08264214670519,30.9,0
"3184",2757,-0.911121865528863,0.341724731719581,1.37970264003186,-0.0615539431340204,1.05552793230372,-0.861360302095558,0.480024539880245,-0.283290249342783,0.0356588214563019,0.505331715786889,1.29342675367764,0.0434920447628889,-0.573100386743177,-0.604049385550766,0.411279586771275,0.532154528689512,-0.539868853143307,0.457830571360901,0.340080067226983,0.258477266762575,-0.411779540676513,-0.694923732040077,-0.225699046409794,-0.0530561399338931,-0.186797216385479,0.0325790814478665,0.120299577280621,-0.342077330190094,11.97,0
"3230",2796,-0.458805807959294,0.600392486749025,1.17474199224212,-2.14949389980823,0.294435284319937,-0.832432290132816,0.98020059375842,-0.155998402442613,0.594867025091794,-1.01779206704421,1.71760054953025,0.929730234849296,-0.612057427164704,0.367691105900202,0.448150028627058,-0.724532273705682,-0.4540612461837,0.0536096992443161,-0.245273271453542,-0.0135326554601607,0.150232772057921,0.798206801099557,-0.250697275395552,0.222853962946895,-0.06561222418569,-0.838982515413255,0.250131953206229,-0.0257524478243023,1,0
"3273",2821,-0.977630033342286,-1.62528019177545,1.22097429240802,-1.40644274371805,-0.252722474189854,0.798662516122458,-0.390496989301197,0.365534594508514,-2.66919829381136,0.890870433317502,0.706632540347589,-0.592909345348531,0.589526427084337,-0.135206570043361,1.70565821205265,-2.15843895295615,2.09446136979749,-1.94021504697047,-1.05146720741911,0.271015442915801,0.083660401327632,0.233112418843381,0.788878584746953,-0.697289452832567,-0.802383406952263,-0.228982959664087,0.156359445888066,0.172546208270303,198.75,0
"3484",2975,-1.66315098413237,0.9166572371184,0.737884161529179,-0.0709713387234427,-0.456453523360816,0.278082805162075,-0.258632386437349,0.90193360438278,-0.448066284898112,-0.859827446918798,-1.2192546726352,0.275754610529993,0.866098423650594,0.418277930485733,1.30597655291868,0.64655937686644,-0.268757501955117,-0.111981235743805,-0.179283987044328,-0.305603928479319,0.0846726866536169,-0.0110400290140512,0.0131457878215192,-0.738428947885059,-0.411292233676577,0.205319436280899,-0.291482810077213,-0.141641612546386,52,0
"3487",2977,1.12204944477133,0.120608488959096,0.115007375710021,0.480250278643667,-0.00978914596066863,-0.0759838951785782,-0.0589084616640941,0.0995103612320564,-0.19682305685256,-0.171697361454126,1.53790950276041,0.845424722175417,0.0838538566251033,-0.0537889711002141,0.685791358713516,0.489663928205092,-0.0921672411125645,-0.123509838415044,-0.152461736232263,-0.0216637865377192,-0.208962012436286,-0.692585049634142,0.0736664459887462,-0.354844038638626,0.140663620013278,0.123762708348889,-0.0185241498004917,0.0200812264129212,38.87,0
"3657",3125,-1.52006276067863,1.44709895054909,1.90249180941776,-0.26910278750887,-0.241576265925783,0.056038544703609,0.221126177121736,0.305233800363163,-0.509094879967608,0.0872343577334352,1.7536724898572,1.24004983102751,0.890005606094248,-0.00520009148588142,0.47173700377813,0.0537776684472674,-0.324929064462636,-0.101890850740203,-0.235451393178049,0.0886164552051098,0.181656438175057,0.488270915937916,-0.223434659695043,0.270550001380765,0.162424611177115,0.31563906803558,-0.556935184212413,-0.164739397567698,1.79,0
"3675",3140,-3.73458584221399,0.802685965189958,-2.2844232303064,-0.847137953090236,1.32775223072664,3.25383527419333,-0.876618582736562,1.07332586794134,-0.228311765868936,0.215912819269199,-0.553686616114064,0.325880038090637,0.224824680563889,0.985818083323381,0.956932282487456,0.813820327928738,-0.404726233029028,0.145709733200098,0.359158910356599,-0.430950220268907,0.5883208495842,-0.993622966072987,-0.309979729339651,1.04391195408014,-0.367417572231931,-0.0215525245997701,-0.903441092378788,-0.519590017356077,43.72,0
"3857",3405,1.19590528446759,0.211009263308291,0.620455624016093,0.553734602500555,-0.503861491510509,-0.777919638277602,-0.0149040957048213,-0.0866253838714074,-0.266526639527556,0.0938377804154427,1.70783043330972,1.25702327832389,0.442478415932426,0.399810275227691,0.289798551883356,0.428512263855098,-0.613474432058664,-0.143198138858484,0.0907066030225256,-0.0653179324004034,-0.18718559563594,-0.576050981772194,0.143016013447091,0.537314290480353,0.167058098615355,0.0632361802061163,-0.0317010759534378,0.0120987309038045,5.55,0
"3978",3627,-0.352328704487409,0.953991011533044,1.52410688533032,0.34514706785453,0.0643358131691862,-0.261052665653038,0.646458623926299,-0.19921249452527,1.1903740264048,-0.917062933084203,-0.0811235272130759,-2.15768282522679,2.17938899227517,1.07605689900658,-1.18703043976298,-0.327029819671602,0.604003231653305,-0.235219130884379,0.28776861088219,-0.0789366371028732,-0.31332180016225,-0.524075978658386,-0.152865175439724,0.0176030636556617,0.0521665485495392,0.198024028431717,-0.145100152427216,0.00123613590531235,29.82,0
"3982",3630,-1.34176441140175,1.59995383475231,0.723221055648901,-0.115086890087643,0.504078073557605,1.05750533233631,-0.333619883263836,-2.36467035231264,1.3389085603132,-0.213862902071207,0.819313046926089,-1.3005741104459,2.75589432339002,1.10913255118494,-1.9035647217977,0.141198353570311,0.135775004438637,0.533011422476346,0.877153869215106,-0.445400051943388,1.9140197219926,-1.35276740531388,0.00674425822306893,-1.07635929979129,0.257594228746695,0.263323970630672,0.087260871569238,0.0805375499656896,29.81,0
"4122",3744,1.40622187964874,-0.675786027398586,-0.91227219643204,-1.61838313697309,1.46075842640086,3.27383946844004,-1.17372625873192,0.711009883301405,0.360405349631792,0.283190388220061,1.00948386269493,-3.17344194892929,1.86872567421539,1.41195984427976,0.259539672173778,1.53327327400613,0.445991639605619,-0.866348785178021,0.767388976739328,0.216919463836744,-0.279638500372938,-0.896927465383859,0.083467318316439,0.919891693989064,0.357955705630992,-0.50811232903246,-0.0194535675826245,0.015001269275361,39.44,0
"4241",3754,-0.241506370487401,-0.115573539719253,1.73775532533193,-1.06194608674604,-0.58404762664371,-0.198141478566229,0.53071927489694,-0.319741144033494,0.0267372648280563,-0.131451733661749,0.950980503768963,-3.30596382912902,1.88215741185062,0.968964304946424,0.139610028431436,0.759394265897681,1.12032013506024,-1.58815555101983,0.160796737071441,0.399404463792216,-0.122965972725644,-0.272316132156046,0.292229557758421,-0.0190182627438897,-0.271078324526185,-0.563124858191315,-0.180658367238117,-0.195331441065903,129.37,0
"4325",3760,1.26456684084296,-0.57889534399608,0.527455562138357,-0.605064992166895,-0.882020370933132,-0.459939643197453,-0.657957093211425,-0.128530438853183,0.252332793498625,0.376350900430255,2.18732708070988,-2.422086777658,1.88637881935826,1.45708111930474,-0.599331484381781,1.50397058835627,0.577167949685006,-0.700867053035093,0.797219265175991,0.184274419423058,-0.175531774729837,-0.558979404340788,0.0361575574718072,-0.0661991085791962,0.199406393261852,-0.524522246182235,-0.0326183267708784,0.0143190745052574,73.81,0
"4361",3763,1.35530973331812,-0.514829100861554,0.778211734212102,-0.512706331969246,-1.27770833147528,-0.84245358071436,-0.890032105836752,-0.0159793308194477,0.568048574585629,0.47364947742736,2.27408358320243,-3.45852118133639,-0.49211194785597,1.92618822122827,-0.397222351033546,1.44672858510107,0.898324547271181,-0.609138631304654,0.63369579061031,-0.115479380843342,-0.207446712007937,-0.611804918644837,0.188391756589362,0.40047242253388,0.0762237707184205,-0.542698249023982,-0.0340843596001897,0.00312458866533731,6.6,0
"4377",3764,1.35908429039245,-0.449698591722362,0.797240687990555,-0.522072375167323,-1.20230658540961,-0.823373506292805,-0.836116676691862,-0.0625232016492618,0.443057773681689,0.450130649824883,2.41505287568414,-3.01888570839655,0.334356133861702,1.76128134558863,-0.488138459721116,1.40773062393876,0.851031201696976,-0.710908221886817,0.628637643632415,-0.0658482060487012,-0.198934698298165,-0.543229552678054,0.179913684097234,0.423024255340358,0.104799827055589,-0.545293872260171,-0.0283697517225305,0.00461465106638033,4.96,0
"4384",3765,1.41868255581652,-0.655195525587336,-0.905039750922193,-1.62362252105841,1.46711971683707,3.27151832686717,-1.18228528537163,0.712684005811944,0.361165070297922,0.286194565600528,1.0093914526023,-3.17370761617564,1.86757572551642,1.41049958998189,0.258728265683398,1.53242255423025,0.445800415836122,-0.867670308057047,0.769449043777062,0.203784295074419,-0.283546754300195,-0.893523232365623,0.0891523451008258,0.919560728509759,0.360323987455833,-0.50742442177997,-0.0182348597533694,0.0138782098798227,32.99,0
"4492",3789,1.1250172806989,0.155285986509068,1.46791780575777,2.00463792041299,-0.832710629597242,0.0522309686995312,-0.723182107789108,0.119858914672941,1.08865519353348,0.249493319461158,2.02418688982008,-1.8488301745594,1.41699058533506,1.37635876388724,-1.29596655546442,0.854442882863213,0.152106675820039,0.546625036712016,-0.737690400909734,-0.152402139716205,0.0131693470529575,0.347485164962449,-0.0234242080698906,0.539720253426465,0.198474520192813,1.02533183731508,-0.0727943189145613,0.0011370893161163,5.03,0
"4497",3800,1.20497600382723,0.225924004304799,-0.0428774451033598,0.988441005612811,0.569374070171908,0.724866228865512,-0.181622952849834,0.117702025288128,1.18097515582844,-0.171473816426253,1.16021029334722,-2.29882126263619,1.2588646010623,2.02197620528571,-0.0879637200281528,0.442354780322357,-0.166038731237556,0.758038196227241,-0.246467991397533,-0.155857117414641,-0.0826538216685232,-0.00856516101970409,-0.256576449724631,-1.37525255978633,0.699723252824752,-0.224938742851488,-0.00509149570626922,-0.00903858526987458,24.8,0
"4580",3922,1.22043362170835,-0.0774880024076369,0.761564189764502,0.893308817651898,-0.457541698066786,0.119114694367738,-0.535322470273987,-0.0451170915433203,2.12431752599136,-0.595671905110331,-0.526772384174054,-2.25650779281851,2.05168657803972,1.01306093055649,-0.626875566187145,0.192560274720021,0.300794731544692,0.343073113404607,0.0406168969621746,-0.0631192939466668,-0.129274869662069,0.0723768074773427,-0.218201196479965,-0.440175273821655,0.58053089733484,0.520594473198227,-0.0255956763141052,0.00830718558490314,29.99,0
"4603",3958,-2.0224133872729,-0.713973714847131,1.35266694429619,-1.01876006907,1.69901071920198,0.553540761202326,-0.470510803561763,-1.95742031587501,0.432965515561155,0.46596659251259,0.99209596487196,-1.89829574501471,2.4690390759534,0.709234021808852,-2.16743218209735,-1.59906287185995,0.221164883640912,1.26308527578154,-0.957477885267864,-1.23171351730077,0.674486048001528,-1.2939845448985,-0.123082562778103,-1.18874043806997,0.286539793354777,0.225608380998704,-0.180097353674867,-0.244599965651483,28,0
"4655",4038,0.761659424732193,-0.359152375963619,-0.194175659962758,1.59152293159872,0.132322512471443,0.0600051486639786,0.474242641364811,-0.218931235415649,1.31164683276466,-0.539262599913772,0.0856705783454754,-2.16730210397009,1.83499789544819,1.69486064445158,-0.448147545500876,-0.518440795670661,0.698463656815823,-0.413473314232798,-0.568590323077164,0.290545990195577,-0.041636784567829,-0.223350467685806,-0.391632176396365,-0.478450995861108,0.73174574196761,-0.263750089692425,-0.0470151984505757,0.0419558149786265,249.97,0
"4844",4343,-1.54813263672496,1.03884753629047,2.49320032296845,1.03979896301448,-1.90257651534452,0.762662539686086,-1.5476893222546,1.22983496819556,0.541806417641037,-0.112328481402305,-0.115092400582517,-1.8558241225608,2.36719721603752,0.990208870020473,-0.9478314810814,-2.34188126135764,2.07186817229031,1.31959446958044,-0.449390822076705,-0.349737101827562,-0.403722627259379,-0.124377621586468,-0.0675668629071538,0.33458553077813,0.197701809873788,-0.0896542305663461,0.282146165140959,0.0874232629715522,5,0
