"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","Class"
"5618",0.945594845113102,-0.572193937492691,1.14525051166615,0.312458379746334,-0.777479358956574,0.824070547961494,-0.946533300971976,0.358918694531333,1.9529371814323,-0.581531914722406,2.48633509038637,-1.45872705291769,1.42426795775168,1.40473108481794,-0.199960114346537,-0.037182063066556,0.806414233523711,-0.207768089056867,-0.718965624982144,-0.0131193255227277,0.0731651244699186,0.460445054676318,-0.0338731609141887,-0.245828892153001,-0.0244763430678222,1.10397922039393,-0.0492701547022108,0.00503109379855899,-0.0141676368852706,0
"5635",-1.49474751062048,1.37460857548389,1.73950493862106,-0.404362608198078,0.337227577927532,-0.353954061173126,0.564639747194548,0.103308355101219,0.92848676758256,-0.538152270031522,2.69734722728005,-2.16187069530692,0.827094643037566,1.21139579935093,-0.51624943759028,0.409282493657563,0.652374104382403,0.109337857692092,-1.01350557836171,0.00943147597567701,-0.366262386514285,-0.806897077761889,-0.0321476115216219,0.0849640892085069,0.148915273205929,-0.015621085286358,0.0643586997362059,0.193122394725869,-0.296890584824613,0
"6045",1.18337479652095,0.350646118322243,0.153751565549777,0.931669958824195,-0.132899534595416,-1.09355509748286,0.333906035812115,-0.335808636070058,1.059960495855,-0.407746060134164,1.27742377898772,-2.27081364585855,1.15902605846468,2.09226405428122,0.222595080641602,-0.588947928183187,0.988281394668369,-0.842561421925274,-0.849436575302107,-0.192254498783174,-0.104659786630085,-0.0460155410047331,-0.0185237744241667,0.58256610275371,0.503567630905872,0.386735071967649,-0.0797678303626368,-0.00143262286888476,-0.232850334637372,0
"6203",-0.580179048747764,0.126186533157098,2.22496202242432,-0.0456314681696034,-0.234396853858985,0.246691263409309,0.131472439729193,0.130060268725023,1.46148513392178,-0.595648243562634,1.80132493397836,-3.51776208483961,-1.77435897827006,1.90813717523803,-0.451937567324158,-0.693475242129348,1.39366691052778,0.0482643976341583,1.48583977827941,0.0649894620831954,-0.394892352681831,-0.829794989989488,-0.0281678549697376,-0.0503735442294572,-0.316697641800033,1.35780982437421,-0.243084581493205,-0.18765613266988,-0.175957275059589,0
"6304",-1.73269955800151,-0.226281614724281,1.37392739282133,0.868954430797759,3.69645190571926,3.82737797834916,-0.897345356406384,0.537505032242037,1.49080311442953,0.62523168705342,0.207694659031113,-2.90883698815506,1.47501365630006,0.46240712051847,-1.28917518075436,0.890447538176664,-0.662349654774072,0.463988867322895,-1.05427510560056,-0.592763540514738,-0.410690458646285,-0.366613948387694,-0.667907407291528,0.982553935562898,-0.317467795009974,-0.333377955476525,-0.498264124376129,-0.310378380997906,-0.318189924004045,0
"6693",-5.32299567907601,-5.01370729093847,1.92094462568203,1.14486022066142,2.0813336857474,0.784623420963363,-1.64168844214211,1.58898520761702,1.85558912955616,-2.18073449665379,1.79904016946507,-1.06070617638271,0.71427531342018,1.53699518716043,-2.11681656571595,-0.637282323878068,1.46312245458533,-0.99896171201862,-3.04538196740784,1.48046872578669,0.617445954421696,0.0104875282514252,0.628127587067777,-1.10661393646581,0.371739154012506,-0.5529657422677,-0.0581561277786765,-0.686848055050988,1.00581824685766,0
"6711",1.26824231248839,-0.0450500296460668,0.606488643751349,-0.0426022213821505,-0.592296035795978,-0.490880322891504,-0.485830609093474,-0.0161967378872672,1.60674689944873,-0.381649932868473,1.94228069851443,-2.2779527824046,0.661623105702209,1.95609000987514,-0.0437688337122717,0.719422315758147,0.0601605339699347,0.589146312847131,0.246063963258667,-0.158692711648417,-0.267566085690447,-0.595111686717788,0.0701351899598368,-0.0247816899023075,0.0720746764756602,0.872416530320247,-0.10854466229689,-0.0130050219156678,-0.314918573078323,0
"7209",-2.51673620123582,-0.0395914963714992,1.08914803665447,1.02709274222228,0.77841240055773,0.312990808902336,1.54693587946755,-1.24385036032493,2.45357457064922,1.04309326944325,0.362869053571006,-2.82599275049212,1.34443144241364,0.248243376607063,-0.641350447948497,-0.931285960071673,0.402986692133557,-0.614454423487715,-0.112189680823007,-0.98721005243721,-0.520937711397128,-0.00224749394539567,0.168798387040692,-0.325527398340705,0.269626313320217,-0.566623471215383,-2.22841347453975,0.518800988583715,-0.0728386045748587,0
"7314",-0.670439307806884,1.09767468765602,1.73764563608086,-0.137668828252644,0.526868195398016,-1.08369026670485,0.74398966712312,-0.235163157802849,0.619540542949937,-1.35235252303092,0.767550748649028,-2.15878794075559,2.50670185730001,0.867142371441928,-0.331132447423965,0.536484805047484,0.46444620002517,-0.0119258297796946,-0.876447972560187,-0.0415386067958645,-0.330629244818185,-0.798595821640449,-0.0593065177989184,0.294542331068446,-0.156888675914168,-0.0899719408943222,0.0188293288559269,0.115214370368278,-0.313602921075587,0
"7865",1.26178938799172,-0.0583615627472832,0.552552557515862,0.0154000389139552,-0.358433718773295,-0.0392029834756535,-0.544067945471659,-0.0141087566530744,1.50625502454615,-0.355284955589383,1.63223245206087,-1.85445546631754,2.03069293985003,1.58623204869659,-0.0804426115083185,0.915812044381661,-0.266888134219601,0.897752559042818,0.196322068288458,-0.0318279389508564,-0.0670005642785673,0.0447486685480018,-0.13244274309391,-0.475117688167114,0.293058646443875,1.06450636374484,-0.0931049903957364,-0.012373347081929,-0.261474655237444,0
"8326",-1.45385583461435,-0.08803545051752,1.76760015366479,-2.93785954246776,-0.163958943102268,0.657990762523399,-0.104309064716806,0.428126816651214,2.81881275736149,-1.71010844987962,1.09660464764658,-2.52297106174085,0.702000750037603,1.38664124268209,0.617093161336753,0.697183089158559,-0.45945356141478,1.53098501837822,-0.314936365380776,0.149276091514684,0.0409846277385664,0.520660831898221,-0.345909693907313,-1.34962988732865,0.566760802644614,0.069933950539741,0.403052043067332,0.194371432596273,0.0648781577656109,0
"9322",1.06198941497206,-0.0874143477710848,1.14697263803728,1.70482093385806,-0.657468669453132,0.501540022215829,-0.683246172455415,0.317528494176863,2.1253567105578,-0.410437220541309,1.70130420806571,-1.93917711410089,-0.301093985085581,1.57135301687358,-1.98003846974542,-0.636329417856873,1.08639584521277,0.0110120382424148,-0.23514894478873,-0.339817377884477,-0.188657799997919,-0.0398530347469321,-0.0275297886724038,0.155042435183575,0.479147619970471,-0.321514359024186,0.0321680532131269,0.00482578214331461,-0.286187577991543,0
"9699",1.25663340054825,-0.214577937875255,0.21798476810339,-0.0249311369457884,-0.059011734526997,0.41930276056807,-0.565742304871849,0.062685927546212,1.94425677696359,-0.549938478032167,-0.520873958790037,-3.15703657798895,1.2389548621562,1.58009760271114,1.02214600969618,0.642040441700758,0.109678118273389,0.26288106323464,-0.236648325174688,-0.0707421172748612,-0.125803937102788,-0.14963838855663,-0.170041454282868,-1.33155659505439,0.285775049474354,1.14793415926589,-0.0841914348726709,-0.00946398979064525,-0.179513091283201,0
"9794",1.14606135264966,-0.0786361136449943,0.956338101860366,0.207560195899355,-0.673250271325697,-0.158707446031263,-0.599325907544893,0.0580361753229024,1.43069102033652,-0.40114754521755,2.7766742672286,-1.42488793525753,1.83833685183804,1.67480851412957,0.0952441194459441,0.32239904126238,0.385718152984735,0.111578811558831,-0.550572442132334,-0.0964729164093381,0.0284825550659285,0.349605744621161,0.0243904771866954,0.246232841065957,0.0829477310351541,1.03026180381096,-0.0752186571093943,-0.00531511497070893,-0.261474655237444,0
"9962",1.31874232329663,0.49640786355554,0.114876230443431,0.695261759329391,0.170132841611562,-0.537179849975591,0.0254922744251424,-0.272930903743391,1.26729815331757,-0.672796455407364,0.253296503891063,-2.16904621485265,2.72452033762818,0.955361712362845,0.338823286988658,0.659885405513664,0.381966643160197,0.159690011082451,-0.0906324926413383,-0.051794714783773,-0.484943041321481,-1.11117619593069,0.0282594831665824,-0.549933722523945,0.328634402719034,0.10606132682912,-0.04615437115167,0.0173042789873539,-0.311860571126017,0
"9965",-1.74793879822186,3.71244350407583,-4.43395645772694,1.365442095203,0.274491751766066,-0.576648175610148,-1.12815100292671,2.14093167872863,0.549528585175396,-1.34325222949839,1.87653903185557,-1.50459103363085,2.80017565361914,-0.830576154383446,-0.242115495766869,1.58841734167687,3.84668433413456,2.29172313611915,-0.323236456103889,0.104285503829914,-0.203323323419091,-0.443246402079028,0.256061120371854,-1.74598692227701,-0.0474166666489917,-0.315723706968771,0.0396891320501391,-0.087413384928698,-0.311825012963781,0
"9983",1.1136902477063,0.761905834971412,1.07112364404886,2.75716575362005,-0.101429489213898,-0.306094296060317,0.0414615453806532,-0.157943116460026,0.344612259597494,0.239532468081227,1.30932207787764,-1.72999816532074,2.71837264946618,1.54507311058466,-0.109689988021008,0.186360411992067,0.496742504335561,-0.793138847053328,-1.77599334401771,-0.172110574059168,-0.147852430078302,-0.13253644626493,0.116497181419544,0.549449486462909,0.293446088827499,-0.1193624477659,-0.0106431204284347,0.0224099617854302,-0.307522475333211,0
"10874",0.902440206078433,-0.492683443264327,0.871187895576494,1.83502636594955,-0.386624436876755,1.15414370543012,-0.506432808811493,0.246746253283605,2.64025857553537,-0.831725339145961,-0.975713281034265,-2.00904870065697,1.13966075130863,0.750028470402947,-2.32107695237631,-0.896793216734814,1.22910111991217,-0.733043307925585,0.250158824692517,0.000480801953222435,-0.550729173451594,-1.1571855708759,-0.1120976678944,-0.837442236050246,0.455233420341268,-0.507548023753206,0.0375758225712281,0.034385328183208,0.159391752989202,0
"11332",-0.493843566333531,1.96299555023129,-2.5266676240752,2.13200809839489,0.0971038101073798,-2.11804721776351,0.311325670236079,0.426446185034706,0.790226165834097,-1.73608700129126,1.6883267618157,-2.74887213545742,1.4826553759423,-1.48592360422912,0.308648930011506,0.991136957282363,3.99905090954253,1.75534902013229,-0.781900750126946,-0.0531091918322551,-0.235176243852306,-0.379833861672496,0.177179693435995,0.315463357877869,-0.451657706199053,-0.45073692925618,0.196984152641124,-0.186760878376049,0.0017979779587446,0
"11405",1.36211725615274,-0.5651242938762,0.646849556531563,-0.354674496035707,-1.08727962510019,-0.485478051357258,-0.839941115382309,-0.0288235012339762,0.778004830173819,0.329601719296754,1.83242703872758,-2.83723531456086,0.308084058162442,1.41943636766253,-1.78686644733402,0.803376801688276,1.23493097415213,-0.843668379484362,1.03608465408436,-0.079407968299668,-0.138018452148626,-0.144768688655231,-0.0143527134300575,0.25970279979569,0.462432271095244,-0.295198608348073,-0.024113755934399,-0.00702468747116761,-0.300410842885988,0
"11874",0.853421798642577,-0.494287809424603,1.66585754811741,2.9904979471377,-0.475051221565621,2.36554537743398,-1.1925527484807,0.50351329986404,2.34885550224976,-0.266744804422007,-1.54750990027777,-1.79207271670564,2.91443271099161,-0.101197833963321,-2.3958216600972,0.161892855544745,0.526806036952318,0.0841600261970786,-0.628568797142281,0.128347069465465,-0.0606378151408771,0.358628667853866,-0.373745686522139,-1.28343990736029,0.55297251160877,0.310332234931944,0.0649572590971901,0.0408345476994424,0.15757828671516,0
"12270",1.02427810996543,-0.160675255576516,1.45575684309273,1.86887357788205,-0.763372884178926,0.825055025462021,-0.78785272085131,0.38999876910024,2.40591970609956,-0.590925216573731,1.56085310847083,-1.27034506043716,0.307262422206998,1.08928467235462,-3.05369371682314,-0.995171694215869,1.38466503396462,-0.536406236355758,0.189922232019808,-0.308477694432997,-0.511560266596367,-0.832068965101611,0.119666819610844,0.132030906597878,0.31297414013902,-0.574659364576301,0.0549043325763441,0.0121118267781271,-0.279680434302334,0
"12317",-0.69263249165036,0.442761722525755,2.67463088966179,-1.760005864723,-0.190171897817378,-0.174935977307932,0.385219210692185,-0.129647432739065,2.49849614415033,-2.09828217351361,0.673208333106435,-1.88325270064965,1.83477129301152,0.872006850210689,0.175497613564834,-0.708303603416986,0.514175712146824,0.0263177969540921,-0.521324532775259,-0.0747048045185228,-0.126531922959824,0.241706346366678,-0.346864078684331,0.0376112403779944,0.404421744421932,-0.813952508146314,-0.0641033204776077,-0.154858722162857,-0.27605350175425,0
"12383",1.21225701526493,-0.226353443814426,1.45805716512942,0.346539201209989,-1.32555853780994,-0.506420185182255,-0.985515088950663,0.00530571802558429,2.21115796992952,-0.540895099163539,0.489430808848601,-2.68751271756875,1.31009919666795,1.29988201963385,0.983694467985068,0.885129815636747,0.15250039199201,0.62436763939802,-0.616284331337297,-0.108500893719615,0.0441586052859237,0.380509571700606,0.00949442813618869,0.403630346640888,0.0248114260351133,1.07513081634781,-0.0593595806503258,0.0159819304518485,-0.270826451905542,0
"13069",1.48887624654302,-0.236799885841759,-0.517612787295941,-0.845985636947983,0.095931959488961,-0.351767333116206,-0.225704837305202,-0.286561825399574,-0.0944769218255529,0.476713550056407,1.42560787597902,-2.65564120111493,2.18915315454104,1.61448883032209,-0.963280075434943,1.22025053657944,0.446866264729247,-0.488977717314608,1.1593675285567,0.0934468010462592,0.0190818634326582,0.219738800317535,-0.313881195451155,-0.834902472318849,0.905830087241763,-0.070188486224528,-0.0592059484974096,-0.0255109297370248,-0.264852680649874,0
"13073",1.29442397557995,-0.512156904908686,-0.546177580544315,-1.69640033506609,1.39549855237247,3.48539748718254,-1.23032279375986,0.877123078666418,2.95558896833517,-1.39617522934637,0.756213683579398,-1.87566044124596,1.67273791035256,1.40451851154268,0.70988501467434,-0.150320123352519,0.0810782005143303,0.892521399222258,0.722556276830402,-0.0259026967765337,-0.211256809749979,-0.269834213678374,-0.066245976149495,0.957401541087864,0.638362428055789,-0.710529567864039,0.0689911977580879,0.0232761045162975,-0.294365955305849,0
"13264",1.01712374829782,-0.589695811594532,1.02795655432918,0.356972237950576,-1.06431029050138,0.057826830215921,-0.809060275656925,0.12778682958476,2.06968685800161,-0.484328523437467,1.63844793082552,-2.05014491747068,0.945099703584314,1.44789259129741,-0.616596680038064,0.679950490231356,0.156885355311876,0.881426917758899,0.127730696608664,0.0646946157659593,0.00075423163217028,0.110473884777024,-0.146617492283712,0.0111661536412037,0.140087320266163,1.06574465039303,-0.0903786491220693,0.0105510628122671,0.0569486875869575,0
"13297",-0.364630787851865,0.529780567040135,1.37656125604571,0.510098629269091,0.556163001248277,0.524539694838503,0.0677053042229354,0.175795787694277,1.18958006787798,-0.636281450266863,0.537465016661171,-2.53548705759461,0.808473721901211,1.51116869766087,-1.5276110702197,-0.197031991227061,0.45386086791012,0.964035561624998,1.54308411750517,0.0165177083774705,-0.145478922212875,-0.0462116139423751,-0.299003205515165,-0.844809639742257,-0.118816462540144,0.479760238437645,0.0790789452422965,0.108981161293495,-0.293334768601002,0
"13457",1.04538557114923,-0.819438370626047,0.709248330371506,0.808867398723625,-1.11196492856395,-0.0349531641106582,-0.665796993305839,-0.106175583936219,0.912308934755428,0.267854747539988,-0.481620083038132,-2.83362214821416,1.67814547886961,1.24445605810173,-0.334024253494296,-1.29896082591742,0.513762253372617,1.92969465810295,-1.17524313267354,-0.28980835221544,-0.339617621282435,-0.440105129324591,-0.22976858295937,-0.198365552397592,0.501604509167313,-0.244564919966974,0.0202373919678332,0.0479193991917343,0.243629039326556,0
"13815",-0.847230517353648,1.6644470069234,0.852923981494726,3.04135451338184,-0.933187381902606,0.332508178962346,1.93230038459267,-0.218335804798293,-0.454827778702831,0.397224003106195,0.482560485766397,-2.89388763030558,1.84539977628063,1.94744864103076,0.249212798630995,-0.161041449064678,0.854184210980886,-0.134326839083192,0.795692110379883,0.208639373248219,-0.463661864204736,-0.952337079060007,0.309370481827748,0.273052534088082,-0.44620268202852,-0.20078486099698,0.0412108623093205,-0.153656775201876,0.732091513964054,0
"14193",-0.44999633230413,1.01503081856152,0.715840011747439,0.888558842876512,0.789948659468785,-0.144785899476173,0.772781061154856,-0.0862108043563398,-0.403040379864501,0.0173746143527439,-0.651505350540083,0.696857396019579,1.19790687871172,-0.0916272181384748,0.23053190184029,-1.05453693422541,0.180762040150007,-0.665977895459807,0.432242154833253,0.141987586226299,0.114362566368446,0.676034311082442,-0.138459996866156,-0.219228810538633,-0.357857881245201,-0.290586151249126,0.344544075905339,0.275411711448454,-0.277973642515001,0
"15601",-1.14311303772952,-0.378189746829083,1.50317872985943,0.222944750752346,1.30863745867516,0.615580248544637,1.89477736926267,-1.56535570658519,1.19599432160422,1.57726577729418,-0.726503743215183,-0.886644010596681,-0.185561454838359,-1.49180420814282,1.03371597949223,-0.88026801967142,-0.67560152015205,-0.713353369380289,1.04740535573431,-0.220061213699496,-0.578146059610901,-0.106557027730022,-0.225135916163081,-0.875014482586159,-0.664808718175786,0.0744007350299722,-1.58394187909907,-0.827993150804579,0.096418247669044,0
"15906",1.13299211554237,0.424480475279986,0.0617791164736557,0.977794696283967,-0.426350364312717,-1.38609846250131,0.130904006691374,-0.201605430260563,0.0536543761714877,-0.793189524930311,0.539602186863835,0.045672087574999,-0.0732178135052626,-1.44955729295124,1.21966044095755,0.824985551762755,1.02494359995806,0.123331481142531,-0.494183341598348,0.0186713828172824,-0.356656807156033,-1.12884058897796,0.159231958826391,0.545149828089763,0.0706864170759941,0.0104122372184723,-0.0119555512392122,0.0698953824425979,-0.159636078593213,0
"17178",1.23285763974828,0.214358262484978,-0.288756330441956,0.241342992796534,0.304236053667156,-0.434083037255024,0.400525710784451,-0.176942031805385,-0.509947208392512,0.0764808366790801,0.882961936047304,1.10705597753915,0.858877182668322,0.484404027756103,0.0406399886195005,0.432632251695767,-0.843101386579935,-0.203524372851548,0.693437683685368,0.0532170829791464,-0.35688565743154,-1.13605108852957,-0.0073031309484438,-0.486866904571694,0.379212533749814,0.166208845148781,-0.0702790827998171,-0.00150884386674335,-0.172757040458339,0
"17983",-0.439174988908641,1.79117819599155,-3.02516140815297,1.73961065112066,0.378939994398219,-1.70505257497351,0.351633623292772,0.589010543877212,-0.360448945509659,-1.34922658540927,-0.0847353220658918,-0.787291169916995,-0.52605995975911,-2.86789678150272,1.1627691482545,1.2850934275565,2.99613021390932,1.81414211536211,-0.264242212458146,-0.0159998855860359,-0.144824271361339,-0.387586853893399,0.0695805441857474,-0.463910295988521,-0.335798037277423,-0.359252819469281,0.219279226210541,-0.189817519107807,0.0017979779587446,0
"18058",-1.52090546145421,1.0589736692767,1.2027920621382,-1.0223184090397,-0.525615579943597,-0.896619174557274,0.295628917564097,0.288968563024653,-0.441964360173128,-0.419024245731377,1.1714564558916,0.410991594457543,-0.790308969241796,0.609125039185887,-0.122628809922094,0.71671304886703,-0.557781762947421,0.125273944968277,-0.2355275832296,-0.371180910147979,0.0972484657115284,-0.121779883317596,-0.0813443951350703,0.575135878379043,-0.284172564836188,0.684235829985308,-0.639562390312971,-0.0137130844625997,-0.22929451841376,0
"18867",-0.359709273786332,1.06584321072367,1.40845171922996,0.148139324147763,-0.23532059032867,-1.1959787619408,0.642076262525336,-0.0294315343479906,-0.244419146995776,-0.478114598959403,-0.114583670935194,-0.579735044215342,-1.08294653265435,-0.182527177054409,0.995143203976624,0.340909328329633,0.192378000336015,-0.105376629908241,-0.206127589279379,0.0264732336933894,-0.25646211605992,-0.722367648793529,0.0359337121674193,0.629221321085987,-0.243445258744192,0.0555188741127965,0.239123499061311,0.0989675598840909,-0.310082663014211,0
"19016",-0.647196960525053,-0.546227138102033,1.38114718059515,-0.774403243856332,-0.987503372517492,-0.526485876119307,0.462058237892139,-0.060348154137547,-1.78331398114075,0.396992001053228,1.48441948616278,-0.262478260225201,0.00276587350846271,0.0649762263254141,0.159798556589705,0.901723013118089,0.326223888913983,-0.596061729651637,1.50892675032274,0.692991217974741,0.456321033084278,0.797649513317926,0.362490320793077,0.533199228255612,-0.256453513742597,-0.220267209865491,0.0640611508935734,0.150783859715127,0.38404822199697,0
"20103",1.02922313035414,-0.986454986730124,0.599355736195513,-2.07140512150305,-1.04649964121375,0.183070143406684,-0.820859704935495,0.323539482131965,2.22844954782655,-1.56888280691435,1.79167330324867,1.73550484530142,-0.28184914336376,0.146591788949473,1.4961253324548,-1.24403451961644,0.316982841229424,0.0374569191757443,0.556450488305772,-0.0322004598853034,0.291051706842624,1.04581185047604,-0.165220858268235,-0.22167559151281,0.472926291097422,-0.604786545078702,0.121530474397523,0.025445813386509,-0.07511432695797,0
"20123",-0.504665151478815,1.30198928246748,0.681474490308911,0.347515357594437,0.590828944103612,-0.937857233064609,1.14084486054998,-0.19709191723971,-0.500806135004731,-0.0464803363042342,-1.02983603072481,-0.734867603617998,-1.00495871221402,0.589069616554506,0.566134264393263,-0.216918639873914,-0.388035868581298,0.0403437154745738,0.0310376155425239,-0.0246198682827008,0.0560410348045749,0.207958783380676,-0.287271385335683,0.0123688529492226,0.128991642153123,-0.3598916119843,0.221468764819087,0.197456567854061,-0.315380829187392,0
"20324",-0.607027761226303,1.01385862041483,1.69956382914758,-0.310163918214804,0.0367965941195425,-1.17935792659782,0.880137300715685,-0.238844297001512,-0.54137760363852,-0.583195116820788,-0.0507369955798989,0.585143079669182,0.883828352578469,-0.0482634727353737,0.316601957965121,0.265657752882634,-0.576245944343005,-0.630688403100232,-0.672455335436669,-0.106133164056546,-0.100554287047126,-0.347253534672309,0.106513946723278,0.714220344402516,-0.505319832617944,-0.12721930753999,-0.0372043670073029,0.136707036135222,-0.31466966594267,0
"20526",0.76226497419654,-0.989307138207107,0.447158017521018,0.454731359664369,-1.20214718317118,-0.678493778298232,-0.0508058674647043,-0.11717654394056,0.725779402196668,-0.335728039544368,-0.647700875211413,-0.0590171988922391,-0.645581220275525,0.0602677478428104,0.582800562772563,0.199496749425213,-0.0865470128395393,-0.30204193056028,0.0462387154856834,0.392871025717253,0.0729102388804422,-0.262930579898779,-0.209915728360711,0.450163203477464,0.147868326744363,0.989976412987713,-0.110237016974499,0.0507324548930838,0.602766477911308,0
"20563",1.20594807580566,0.323530810759793,0.428264547119045,0.780797300577414,-0.537538544504572,-1.25275809524028,0.117959345431542,-0.232900308811102,-0.00349193161489242,-0.292090715183536,0.239000090310367,0.385177106752765,0.250523489850104,-0.280491694288096,1.06322876818128,0.381671544069715,0.109072977259949,-0.412286604163384,-0.326279499429081,-0.0572972574822211,-0.256661072939598,-0.770939363782746,0.156149980602535,0.674393037495542,0.170073121550395,0.0724288942537977,-0.0248142018984194,0.0367718661282951,-0.261296864426263,0
